report_date,efetivo,recursos,incendios,outras,notes,version,shift
2025-05-15,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":4,""incendio_florestal"":0,""total_ocorrencias"":4,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":1,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-16,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":1,""incendio_florestal"":1,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":1,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":1,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":1,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-17,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":2,""incendio_florestal"":0,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-18,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-19,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":6,""incendio_florestal"":0,""total_ocorrencias"":6,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-20,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":5,""incendio_florestal"":0,""total_ocorrencias"":5,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-21,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":3,""incendio_florestal"":1,""total_ocorrencias"":4,""focos_detectados"":0,""focos_combatidos"":1,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-22,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":2,""incendio_florestal"":1,""total_ocorrencias"":3,""focos_detectados"":0,""focos_combatidos"":1,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-23,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":1,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":1,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-24,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":1,""total_ocorrencias"":2,""focos_detectados"":0,""focos_combatidos"":1,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-25,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-26,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":1,""incendio_florestal"":2,""total_ocorrencias"":3,""focos_detectados"":0,""focos_combatidos"":2,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
2025-05-27,[],[],"[{""municipio"":""Humaitá"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Iranduba"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Itacoatiara"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manacapuru"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Manaus"",""incendio_urbano"":3,""incendio_florestal"":2,""total_ocorrencias"":5,""focos_detectados"":0,""focos_combatidos"":2,""focos_atendidos"":null},{""municipio"":""Novo Airão"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Parintins"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Presidente Figueiredo"",""incendio_urbano"":1,""incendio_florestal"":0,""total_ocorrencias"":1,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Rio Preto da Eva"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tabatinga"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null},{""municipio"":""Tefé"",""incendio_urbano"":0,""incendio_florestal"":0,""total_ocorrencias"":0,""focos_detectados"":0,""focos_combatidos"":null,""focos_atendidos"":null}]",[],Pré-importação histórica. Fonte: Relatório Base Anual - Amazonas + Verde 2025.xlsm | aba BASE ANUAL | bloco A:G.,1,noturno
